review,label,predicted_label
Just O.K great for kids age 8-9.,3,1
"Pro...<br />This is a decent replacement for the OEM radio. Installation took roughly 35 minutes, great display and many audio/video inputs and outputs.<br />iPhone bluetooth calling is great. The GPS navigation is excellent addition to the 2007 FJ Cruiser.<br />GPS has other \\""settings\\"" for over speed limit and warning, (neat feature) and other standard GPS features.<br />Using the settings to remap the steering wheel buttons was simple and without pain nor issue (thankfully).<br />Comes with a remote control for media etc...<br /><br />Cons<br />The iPod/iPhone is supposed to play via bluetooth and it does not even play, even after paring the iPhone, and using the standard AUX input on the console there is no music. But, the music info is displayed on the screen.<br />Some FJ cruisers have an 8 inch subwoofer in the rear, this does not power the subwoofer. There is a difference in the pins and missing some on the provided cable plug. It seems the default pins do not match some optional components in the FJ cruiser.<br />Need to route the GPS cord to some location without drilling holes was a challenge. Finally routed the cable up the side of the center console where the vertical molding snaps and placed on the dash.<br />No locaiton in the FJ for all the audio/video component cables, this must be routed to an open area or somehow reachable to add a device to the connectors. Still trying to figure out how this would work.<br />The USB connector for other media (AVI, DIVX movies stored on a USB drive) has the same issue, where to route and make it availible.<br />As with many touch screens, some DVD menus are hard to navigate and accept the pressing of the screen.<br /><br />My personal rating is 6 / 10. If the iPhone played music would give a 8 /10",3,1
"My LOD worked fine for a couple of weeks and then it went silent.  I do not want to judged them all bad, It was probably that mine was defective.  I ordered a totally different LOD this time and it has been working fine for a month now.",3,2
"Ordered for my mom for Mother's day...delivery way awesome!!! My mom got it before estimated delivery date, she thought it was a great case except when she went to charge her kindle...you have to take the case off to charge the kindle...she said that's the only thing about the case that sucks. Gave 3 stars cause you have to take the case off to charge...I may change this rating when I see her..I'm slightly suspecting she just put it on wrong.",3,1
"Advertised as a &#34;leather case,&#34; but the product looks like plastic to me. Works pretty well, but I needed to secure the Nook with a rubber band to keep it from slipping out of the case. This case is excellent at protecting the e-reader, it's working okay in daily use, and holding up well, so it was a worthwhile purchase. May buy a real leather case, if I can find one with an acceptable price, but this one will do for now.",3,1
"CONS:    -Grainy doesn't quite describe the effect this screen protector does to your screen. I bought this screen protector expecting some sort of effect that reduces the clarity of the retina display. However, the actual effect is like when you have drops of water on your screen. You'll see tiny, shiny rainbow specks all over the screen. The specks are very clear on lighter colored background and not at all noticeable on black.    This rainbow effect is definitely NOT the nature of matte screens. All matte screens are supposed to do is make the colors less vibrant, make the blacks gray, and reduce glare.    PROS:    -I gave this screen protector 3 stars because, regardless of the VERY annoying rainbow effect, I just love how the screen protector gives the screen a very smooth touch. Your fingers will slide across the screen much easier but Wet/sweaty fingers will still skip on the screen.    -LESS dust. A simple blow will get rid of all the dust that settles on the screen.    -LESS fingerprints. Fingerprints are much easier to erase and much less visible.    -No glare.    ------------------------    Conclusion:    I use the Kindle app a lot and, with the black background, the rainbow effect only affects the fonts and doesn't really bother me. Some of my favorite games also has a dark background, so the rainbow isn't too bad. The worst things you can do with this screen is probably web-surfing, you'll most likely get a headache if you do that for a long time. In the end, I decided to keep this screen protector until I can find a better one, but I wouldn't recommend this product to anyone.    If anyone knows of a good screen protector, please comment. It doesn't really have to be \\""matte\\"" as long as it has a smooth finish.",3,2
My IPOD still gets wet while working out,3,1
"It's fine but really can't handle it when you want to skip more than one track (just buzzes and sounds confused!). The buttons are a bit unclear and sound is what you'd expect (i.e. not exactly Bose). However, it's a bit of fun and my 4 year-old absolutely loves his and, consequently, has really helped him develop a passion for listening to music.",3,1
"The elastic band is thick and stretches enough to fit around the headrest in my Civic, but that's the extent of which I am satisfied with this product. I had planned to use this product as a case for my iPad Air 2 all the time, but it doesn't fit right at all. If I decide to keep this case, it will be only for in the car when it needs to be mounted on the headrest.",3,1
"I bought this when I saw others saying it fit or probably fit the 120GB it doesnt its far to big for it, but with some slight modifications adding some paper towels maybe something later on I got it to fit better. Its a lot thinner though, I thought it would be a nice thick case, but my real concern is the back and front. There isnt to much padding on the back and front just the sides.The buttons holes are a little small but I can push in the skin and it'll push it in. Its better then nothing so at the moment cant say its bad, plus its cheap. Im not sure which one its suppose to fit but not bad..not great..but not bad.",3,2
Nice,3,1
Not the best buy.  Sound is not very good and it too low. There is no adjustment for volume increase and it's very hard to pair with other gadgets if it was previously paired to another gadget. We had to do hard reset to do it. Battery also runs out fast.,3,1
For $8.95 it's a good place to start with a new Nano. The colors are not as bright as advertised but seem ok anyway.  You get what you pay for.,3,1
"I purchased this product from a local retail store. The quality of the sound was amazing. I could also hear it clearly when I am in a different room.  After a couple of months usage, the wireless connection stop working, the green light does not come up and heard nothing until unplugging and plugging back the power core behind the wireless controller.  It is not a big deal but I have repeat this step every time I use the headphone.",3,2
"But it didn't work for me. I do believe though, that if classroom instruction is what you are dealing with, this will be a fine unit for you. I wanted it to work for me and my cassette tapes and I was not satisfied at all with the overall sound.",3,1
The visual fit and finish is great looks good no problems. The problem comes during the installation when you actually have to mount it. As you can see in the picture there is no mounting the bottom edge. There's not really a mounting for the top either I had to make spacers for that as well. What you don't see is the the bottom of the factory radio has places for the climate control to clip in.  I had to make this work as well. For the price I'm still debating on if I should have just made my own to start with instead of having to finagle this thing in. The only reason I would buy it again would be for the metal radio mounting brackets.,3,1
"I recently got a wave music system as a gift. The iPod connect came free as a promotion offer. I already had a regular iPod dock. The only advantage to this is that it let's you flip through playlists on a touch or iPhone. The playlist feature does not work with my iPod video.<br /><br />The best feature about the connect is that you get one remote for the system v. 2.<br /><br />The value of this dock is really incremental. Since the Bose wave music system alarm cannot wake to aux or iPod, the only reason to get this is because it is free.<br /><br />The Bose wave system itself has good sound for an iPod dock. Only the Bose sound dock 10 or B&w Zeppelin, sounds better, but neither have a built in alarm or radio or CD player. The Bose wave is easily the best overall Alarm clock with an iPod interface. The Polk isonic (which I also own) sounds MUCH better, but is a very very buggy product. So I feel the wave system is worth it. This connector is good if you can get it for free or included with the wave.",3,1
Have a hard time judging where my tires lineup in a space.  I have a backup system in another car that shows the lines.,3,1
"I received the item earlier then expected, thank you, but on the USB portion to the computer, the plastic casing already came off, not happy about that, but for the price of the item, I mean cannot say much to complain. Plus, it still works.",3,1
"This product works fine to charge the IPOD touch but will not play the music through the dock, stereo or clock.",3,1
Good product.,3,1
This case is a good deal for its price but is too big for Garmin 3790.  The description is misleading.,3,1
"its just ok,it was great for first 10 months, now it won't take voice commands. I bought one for my wife one month later after i purchased mine.Its doing the same thing as min, not worth the price of full retail. this has nothing to do with the vendor i bought it from, they are great and received  it fast. motorola is the problem.",3,1
"This is defiantly cheap but it does get the job done, I think I spent to much for at $10, it's more valued in the $5 range but it charges and transmit so it gets the job done so I can't complain.",3,1
Comes with incomplete instruction. Didn't work exactly as expected for me. My garage opener works at 395 Mhz and the community gate at 300 Mhz. I can control either one but not both from the same remote.,3,1
"The FM transmitter works great. All you have to do is find a station that isn't broadcasting anything, and you'll have an iPod radio going in no time. Expect your charger to work for five minutes before breaking though. I'd recommend saving it for a very important moment before using it. And as for the remote, you have to press the button several times before it will finally work. I finally gave up on it, and haven't touched it since.<br />Other than those problems, the FM transmitter does what it's supposed to do. If that's the only reason you're interested in it, then I suggest buying it. If you're looking for a charger and remote, don't do it.",3,1
"You know it would be nice if all these little bluetooth speakers actually specified the number and size of speakers/power in them.  The only one I found that does that is the logitech one.  All these others are just little mystery boxes.  I checked the product site and all, no real info on the product other than \\""ITS AMAZING\\"".<br /><br />Who knows what you are buying?",3,1
"Motorola T215 Blue tooth Portable Car Speaker works. If I had to do over will purchase A better model. Since I have trouble with name recognition, Do not know if it is the  T215 Bluetooth or my  cell phone.",3,1
"This works, but it does take a lot of elbow grease to fix a CD or DVD.  Some fix fairly easily and some take quite a bit longer to repair.",3,1
No Holster with it though.,3,1
"This is not a high-end solution. On a 1800c Honda that is nice... not being chrome or aluminum makes it less than fantastic ... but it does work and I'm using it happily ... so, I give it a good review!",3,1
I sent back the 5M  because the mount included in my system was only a 2 axis mount and not the 3 axis mount as pictured and described.,3,2
Changing songs is horrible!!! And kept playing repeat.. However once I figured this part out the random feature doesn't work.. For the steam room works great but I only use for that!,3,2
This was the first cover that I bought for my Kindle. I liked how portable it is. I didnt put a charger in the pocket - found it too bulky. Only problem that I found was that I really wanted something that I didnt slip my kindle in and out of. I thought that I had zipped up the side but didnt - my kindle fell out and hit the floor. This resulted in a replacement because the screen went funny. So I looked for the mounting system one. Still liking this brand. I bought the M-Edge Latitude Jacket. I love this. The only feature that the Touring Sleeve has that the Latitude Jacket doesnt have that I wish it did is the little handle. Both of these covers are made of great materials.,3,1
"I installed this on my motorcycle about six months ago and have experienced reliable service so far.  I'm rating it 3 stars for the following reasons:<br /><br />1.  The kit comes with a mounting bracket that I found useless for my bike, and ugly.  I scrapped it and made my own custom mount.<br />2.  The kit comes with tiny speakers, also somewhat ugly, that I also did not use--I can't rate their sound quality for this reason; I never powered them up.  (My cruiser is much too loud for the small speakers--I purchased a separate set of larger 600w speakers, which I drive with a 400w amplifier.  This radio works well in concert with the other components.)<br />3.  The tuner unit works just fine--it holds presets well; tunes easily; and puts out a clear signal.  However, the clock feature is wildly inaccurate.  In six months, I've learned to ignore it completely--it is now &#34;off&#34; by about 9 hours.<br /><br />All told, it is a good radio unit, with pass-through jacks for mp3 players, etc.  In this way, it does the job just fine.  It is inexpensive, hence the low-grade accessories.  I could rate the radio itself as a &#34;4&#34; if not for the other items in the kit.  So, if you are willing to put in a little extra effort, the unit will provide solid audio reliability at a very low price.",3,1
"I had heard about the Nike + system and thought it sounded really cool, so I went out and got the Sport Band. First off, the thing is still only about 90% accurate (as far as distance) even after you calibrate it. I saw the first time that it was incorrect with the distance, so I wiped the Sport band clean to factory settings and tried to recallibrate it again. Still, messed up. I also think it probably estimates mile times a little on the fast side too. It's good for a solid estimation, but I wouldn't take it 100% seriously. I think it's meant to be a marketing ploy \\""Wow, look how fast/far I am running! I'll buy Nike stuff cause it makes me more athletic!\\"" Blah blah blah. So I guess what I am trying to say is that you can get the Sport band but be prepared to take out a calculator and figure out what 90% of your calories, distance, and time would be since it's that off target. With all that being said, this is probably the best you can get for your money as far as something that charts your run/distance/calories.",3,1
Picture shows Pink Ears. That's the one my daughter chose over the other Stitch Cases with Blue Ears. It arrived with Blue Ears. Not the item in the picture.,3,2
"This particular model mp3 player is average in just about every way, which is all you can really expect for the price. Don't buy it if you are looking for high quality, but perfect if you just need a simple player for limited use.",3,1
"What the picture shows is not what your going to get. As I was getting ready to put this on a Dodge Dakota, I was look for a remote that had a LOCK and UNLOCK button ...but the remote I was given only had UNLOCK/LOCK button together and a trunk button. (what to me is useless).. this is the second time I installed Avital 3l100L ... It a little bit of a weak unit (needing relays for every thing that you hook up... not built into the unit itself ) I would say that Valet 710 is twice the unit this one is, (Valet 710 is out of production =( )",3,2
The things I think could be better are:<br />1) A better variety of colors<br />2) A more secure closure<br />3) A stronger spine,3,1
"Charges my phone, but has a noisy fan that wife hates.  I suppose it would also charge an electric razor at the same time and then I would be in even more trouble as a driver!",3,1
"I bought this battery for use with Garmin Nuvi 850. The GPS unit does not communicate with this battery. This means the battery meter on the GPS always shows the battery is completely depleted whether it has any charge, and when you charge it there is no indication that charging is completed. I used the newly arrived battery for at least one hour before the GPS unit shut down. I charged the battery overnight, and it again ran for at least an hour before the GPS shut down. Bottom line: the battery is fine if you don't mind not using the battery meter on the GPS.",3,2
"Found despite several tries on different vents that the product holds well, but slides it's weight back and forth on curvy roads. Pulled my vents out twice in one twenty minutes drive. Needs some alteration to make it work which I will try. Would have been helpful if the item had instructions inside instead of just warranty information.",3,2
"There is nothing wrong with the quality of the case. However, it does not fit my 5th gen properly. It slides in the case and still causes it to shuffle all the songs, which was a large part of what I bought it to stop. I managed to solve the problem by stuffing the back with a little foam, but now I can't use my video camera. All in all, if you're in a pinch, get it. If not and you have a 5th gen, I'd look for another option.",3,2
Didn't last long. Couldn't hear alot kept switching  earbuds,3,2
"The CDA 117 is, quite frankly, one of the best sounding car stereos that I have ever owned.  Mine is hooked up through USA made Soundstream amps for the front and rear speakers and a Boston Acoustics sub amp pushing an old 12\\"" Orion XTRPro.  I didn't bother to get the Imprint processor although that was part of the reason that I chose the 117 - the sound quality was just that impressive without the add-on.  The sound adjustment possibilities are not for the feint-of-heart.  There are so many variations that the interface can be confusing, but with a little practice it becomes second nature.  I may not be a good baseline for measurement for confusing interfaces as I have had an addiction to digital and analog synthesizers over the years, all of which had navigation issues that would have made a logician blush in frustration...  Anyway, if you can tolerate the sheer volume of possible sound adjustment screens, then running it should be relatively easy as the most accessed controls are typically one or two clicks away from the home screen.  I'm not a fan of the \\""mix\\"" function as it doesn't seem to be as random as what I would consider \\""nearly random\\"" to be.  Users should be aware that random functions in most music devices are \\""near random,\\"" but the mix function leads the music to actually be repetitive with regard to artist or genre.  What this means: if you have grouped things by genre and have multiple songs by the same artist, the 117 tends to continue to gravitate toward playing the same artist for every other selection.  It's really annoying.  USB function works very well.  The 117 reproduces the sound so well that it is easy to distinguish differences in the bit rate of MP3s, even if you aren't an audiophile.  The built in audio restorer does help make MP3s sound better, but it certainly doesn't turn bit-reduced, compressed digital media into LPs.  The radio sounds great and reception is the typical Alpine quality - excellent.  The biggest problem that I have ran into is that the CD skips.  To me, this is nearly inexcusable for an Alpine.  I've had *nothing but* Alpine in-dash cd units or cd changers since 1992, mainly because they would track a CD going over bumps, potholes, railroad tracks, and (if I could have found one) a zombie or two.  This skips while I am listening to a CD with the car off and the volume at \\""7,\\"" sitting in the driveway.  I am completely appalled at this.  It is an unjustifiable engineering error on Alpine's part.  There have been reports around the web about this issue.  For some, CD skipping is no big deal as MP3s or iPod connectivity is their format choice.  For me, CDs were a step backward from LPs in quality - and are about as poor quality as I can tolerate for extended listening roadtrips.  If you are way into quality of sound, the 117 is it as long as you don't mind your CDs skipping every minute and a half.",3,1
I like this product. I rated it at 3 stars for two reasons.   First the actual unit feels cheap. Where the top and bottom plastic meet and the charging cable plug in feels very flemisy and the button to change the station can be real touchy.   Secondly once the iPod is charged I'm finding that the wireless FM can drain the battery in about 3 hours and without the adapter my iPod can run for about 10 hours before charge is low.     All and all worth the money it accomplishes all that I though it would. The seller is the best part very fast shipping I received the unit in 2 days.,3,1
Sound quality is very good but I have not been able to get the remote to work.  The dock has two cords which must be plugged in to the usb port and the headphone jack.  I was hoping for something I could just rest my phone in without having to make these connections.,3,2
"Hard to tell how much this device can do.  I definitely could tell a difference when I installed it, but it didn't *help* in my situation.  I don't blame the device, though.<br /><br />I believe my problem is improper grounding of engine components--sharing the ground with my head unit.  I got to that prognosis by following a troubleshooting flow chart (you can find it by searching &#34;How To Diagnose and Suppress Noise&#34; and looking at crutch field's site).  It's pretty easy to follow, and taught me a lot about taking apart a sound system that I was previously nervous to do.<br /><br />The end result *for me* would be to purchase a crutch field S10-A and install it before the head unit (receiver).  Instead of that, I tried lowering my amp volume and raising the receiver volume and I'm doing fine now.  (engine squeal/noise was being amplified through the amp regardless of receiver volume).<br /><br />Hope that helps!",3,1
It's good they send 2 in the package because the first one was a disaster. The second one applied smoothly but no matter what I did the one corner would not seal to the screen. I trimmed a sliver off of that corner and it improved but the edge still will not seal. I'm sure that it will work fine and in time I will adjust to the slightly grainy look that it gives to the text when I'm reading ... if not ... it will end up in the trash. It hasn't been sunny here since it arrived ... so I have not had the opportunity to see how it works in bright sunlight ... but under a bright light indoors the anti-glare does seem to do an amazing job.<br /><br />Like I always say ... I never expect perfection in anything ... all things are designed and manufactured by humans ... and I have yet to meet a perfect one.<br /><br />... Barb,3,1
"This won't protect from extreme drops, but it will keep the sides and back from getting scratched which is all I really need since I won't be leaving the house with my iPod. I like the looks of it, and I have my screen protector so I'm good.",3,1
broke after two months,3,2
"Works as described although the instructions were very difficult to understand so it took awhile.<br />It does mirror my iPad except for playing an iTunes movie rental it errors out, disappointed for this reason alone but can still stream other media.<br />Had to reboot my router the dongle would not connect to wifi.  Used on iPad will try Andriod another time.",3,1
"A bit flimsy for the cost - probably would have returned it if it was just the case that had been  purchased. First attempt at getting the case on the phone and the kickstand fell off - it's not connected to the case, simply snaps in place.  It is not very sturdy - cough and you will blow your little ipod over when propped up on the kickstand.  The chargers, while functional feel very lightweight and 'cheap'.  Not worth the hassle to return, but if had it to do over,  wouldn't buy this knowing what I know now.",3,2
"I ordered this product for my car which had casseste player. I needed some deive to play music from my cell or frmo USB drive. Got this product from dealer based out of China. Product is good. Best thing is to insert the SD card and play the music from SD card, the quality output id good. Overall I am happy with this product.",3,1
I had the same type of covers and the designs would usually start coming off little by little. But this one didn't as of now and I had it since Christmas.,3,1
"I ordered this product on Feb 1st because my wife received one as a gift and I liked the ways it worked.  Mine will not work on hands free when making a call. I have to push the green light button to make a call and the red button to end a call.  If the name of the person you are calling is in your phone as a contact, you should be able to say &#34;call - the name of the person you want to  call.  About 50% of oral calls go to a different number than the one you wanted.  This can be embarrassing.  My wife's unit has now started having the same problems.<br /><br />Also, on 2-25-13 I emailed their service dept for help on these issues and as of yet to hear back from them.",3,1
The unit that holds the camera doesn't hold / fit (too small) the Galaxy Note 3.  The Matek service department was courteous and promptly refunded the purchase price. The overall quality of the products was satisfactory.,3,1
"moisture seems to get in, had to seal it with clear silicone ,however it does the job",3,1
Slacker wouldn't support this radio,3,2
"The sound quality is pretty good, but not as good as an auxiliary connection of course.  If your car does not have any way to install an aux connection, like mine, this product is great.  My only complaint is that my car charger input is horizontal, and the weight of this device sometimes pulls the connection apart when I hit any kind of bump, this resets the station to 88.1FM, so I got in the habit of leaving my radio tuned to 88.1FM even when there is interference.  Also this disconnection causes the song to restart.  I started resting the device on my shifter, (I have an automatic trans so its not too much of a problem) and this somewhat solved the issue. Also my remote never worked even if I change the battery, not that I ever would use it though.",3,2
The plug end of to power supply is not the same as the production unit. It's aligned sideways so its harder to plug in to outside plugs.,3,2
Nothing spectacular. We are happy. It does it's job and protects the case. Recommend buy if all you want is a protector for the outside of your case,3,1
I bought this and it came without a power cord. Amazon offered to credit me 10 dollars and then the seller contacted me. They said that they would send me a power cord. So it all worked out well it just took some time. It is a good powerful product I would have preferred a power cord being included.,3,1
It is good protection on your screen but it does cut down on the clairty of the screen. It is OK,3,1
"Well, I'm sure that the product works very well on an I-phone 4...however, I have an I-phone 3!  I guess I misunderstoon when it said the charger was for an Iphone 4/3g/s Ipod...I thought it would fit the Iphone 3 & 4...Sorry!",3,1
"Inexpensive replacement for the USB cable that also dose triple duty as a wall charger and auto charger. Not the best quality, but it does the trick.",3,1
"Ive used Tsunami for my past car stereos and not had any issues. This kit however, not sure I would purchase again.. like others have said, the power and ground cables were coated with a sticky oil substance that made them stick to everything and made running them a pain- it also gets all over your hands, etc. The copper inside the cables was all oxidized which is never a good sign.. the kit does not come with RCA cables so you will need to purchase those separately.. the 100a fuse at the battery is a very poor design, which makes installing it a lot more work than it should be.. the pros are that the kit is cheap, comes with a distribution block and shipping was pretty fast..",3,1
"Hi,  Personally, I expected a lot more. I don't like the design that much as other buyers suggested, so I am a little disappointed with the product. I have not dropped my iPod yet, so I cannot talk about shock absorbency. However, the material seems protective. I loved the Griffin Outfit Mist case, so I may just buy that one...",3,1
"It looked like a good case, but I thought the Kickstand was a bit flimsy for a 10 year old.  He chose another case.",3,1
"Shipping took a long time !  Really like this mini-cam, very small, inconspicuous, nobody notices it. It has performed well for the 30 days I've had it. . Simple, easy to scroll through menu. Will probably buy another one for other vehicle.",3,1
"Ipod only works while AC powered, not sure if battery was good, can't play mobile uncharged! Was delivered promptly but still has same issue!!!!!!!!",3,1
It worked really well at first but later the tape deck would not play it and kept changing sides. I tried loosening the screws like I did with my other Adapsonic that was just the adaptor without the mic and it still did it. Just stopped using it after a while. It still worked when last I used it but was unreliable. Discarded it for a bluetooth to FM adapter.,3,2
"First off got the package and it came with the wrong cable, no biggie I emailed costumer service and the told me to keep the cable that came and they would send the right cable (they also noted that the correct zune cable was on back order, I recieved it about a week after they said they would have it).  The cable finally came in and it isnt quite as thick and heavy duty as the OG zune cable but it does work, just a knock off.  The arm band is pretty bulky for what im used to with past mp3 players but the zune does fit into this UNIVERSIAL army band quite snuggly.  All in all I couldnt complain about the product overall after getting everything.",3,1
"Got this for my daughter in January 2011 to protect her new Itouch.  It is a beautiful case, but just won't stay together right.  Ordering a leather case now.",3,1
"There were no instructions in the packet, everything was just thrown in, so I had to guess what to do with the items.  The wireless transmitter doesn't work at all, as other people have mentioned. I am not sure why I would want so many soft Nano covers, and I still can't work out how to get the  clear plastic screen preservers to stay on the Nano. The speakers do work, not top grade, but adequate, and the earbuds are actually quite a nice tone, but a bit uncomfortable to wear in the ear. Hope this is useful!",3,2
"Although functional, the set feels cheap. The tension wrenches are not worth keeping but the picks are not too bad. The shipping times were very long",3,2
Sounded great in the car and I was able to move it from car to car but the area around the small adjustment screw broke so it won't stay upright any more.,3,1
"The Splash screen protector for the kindle succeeds in ease of application and protection from scratches but ultimately fails because it does not provide for anti-glare reading.     The tab system it uses for installation is simple and easy. I had little trouble with bubbles and the bubbles that did appear were easy to smooth out. The protector leaves a very slight gab between screen and device allowing for mostly optimal coverage. It also does protect against scratches well.    however    The glare is enormous. Reading indoors near any light source is a problem, so you can imagine what it would be like outdoors on a sunny day. It completely defeats the reason the kindle is so popular. Why take a device that works in light and then add a screen protector that causes glare. Really there is no point.     I would recommend this product if you are only looking for protection and ease of use. I would not recommend this product if you are concerned about glare.",3,1
"I received the ipod case product in a very timely manner, but the case was cracked a little on the bottom, not real noticeable , but it would not close and snap shut completely.",3,2
in the forums people have trouble with the '96 because cadillac wired it stupid so the factory stereo got 17V.  you can use this adapter but you'll have to run a new ACC wire.  I used the pink wire powering the passenger side window and ran it behind the glovebox.  this way it still has the retained power,3,1
"The company selling did awesome - I received it way in advance of expected delivery date..., only problem is - it's not very loud.  I really hoped for more volume from it, and it does fall short there.  But for the price I really can't complain too much.  If I wanted better I could have spent more.  You get what you pay for.  But as far as the online experience it was way above average.",3,1
sound is ok nothing too crazy as i expected but the button is messed up. it gets off track it seems and i cannot turn the darn thing off. when i slide it it stays on untill i figet with it for 5 minutes and then finally cut it off. my return window is up(go figure).,3,2
The tape gets ejected in some tape decks. And the pads aren't in very securely (one is almost completely out of its place). I'm not sure how effective it is at cleaning.,3,1
"This case is perfect for the price paid (<$3 including shipping).  The only problem is elastic straps that keep it from opening completely (and keep GPS from falling out) interfere with zipper closing.  In addition to Garmin GPSs listed, this also fits other 4.3\\"" units such as nuvi 2350.",3,1
"It works, and its pretty easy to use. Battery life is ok about 8 hours from my experience. But given how I've only really used it for about a hour a day it easily lasts a week for me without having to recharge. A small note to remember is that if you charge this via USB on a computer then you'll have to manually close it again after detaching it as it'll turn on.<br /><br />I gave this a 3 star rating because this is really just a bare minimum product, it will work, it won't disappoint you, but it definitely has its flaws.",3,1
"I wouldn't recommend this case for maximum protection if ipod is dropped. However, I love the grip and feel of the soft silicone!",3,1
"Gave it 3 stars because the case fit my 4th gen nano well, and it will provide the required protection. I would have given it 4 stars if the belt clip would actually hold the case to my belt (it won't hold because it doesn't have enough spring tension). To gain 5 stars the clip would have had to hold AND the case would not have been delivered with an abrasion in an area over the pod's screen. The abrasion doesn't affect readability and likely would have resulted eventually with normal use anyway. But the case was supposed to be new, and hence should not have been delivered with any signs of use or wear.",3,2
"I purchased this charger because the listing claimed it was a genuine HTC charger. The description stated that it had a coiled cord...it does not. And, at least one review talked about it having the HTC logo on it and that it lit up. Neither is true. As well, the fit in my phone is not tight. It does charge the phone, but nothing lights up on it so I never really know if it is charging and/or if the charge is complete. I purchased the charge because of the claims of the coiled cord and the charging light, etc. None of that is so.",3,2
"Really a great product, clip holds your device securely on your belt and allows easy detach/reattach with the push of a button. However the clip broke after a month or two so now it's not really usable since I need it on my person at all times... It would be great if they sold replacement clips...  UPDATE 10/30/2010:  Have updated my rating from 3 to 4 stars, because I contacted the seller (via amazon) about the broken clip and was extremely happy with their solution (they sent me a free replacement clip). Hooray!  UPDATE 12/4/2010:  Replacement clip broke today. :-( I was only squeezing it normally to remove it from my belt, and *snap*!   Since I actually need this thing to live on my belt, I will need to look for another solution. It's unfortunate, because the case is sturdy, high-quality, and really well-made; it's just the clips that are crap. Alas!  UPDATE 4/9/2011:  Yet another replacement clip broke today. It lasted a lot longer because I NEVER unclipped it from the belt once I had clipped it on (this is what I recommend to new purchasers). But one day, the edge of my iTouch caught on something and bam, another clip bites the dust. Sayonara.",3,1
"I purchased this item because it states that &#34;Supports Analog Audio Out&#34;. It does not. This was a concern from the start as I know that for the iPhone 5 to support Analog Audio Out through the lightning connector, the adapter needs to have a DAC (Digital to Analog Converter) to produce the audio, since the lightning connector is digital-only.<br />Still, four adaptors for this price, is not a bad deal.",3,2
Doesn't have many of the functions advertized,3,1
"These products are just \\""ok\\"". Nothing awesome. The leather cAse in my opinion smells bad, and I have no use for a couple of the items it came with. I actually bought a case for my nano 5g at wal mart and prefer that one..",3,2
This item didn't seem to have the correct adapter to fit on a 2014 ford focus.  Had to return,3,2
"[[VIDEOID:2451b84e0011e5ad274192827078bb1]]When this dash cam works and the video file is saved successfully and can be displayed the quality of the video is quite good.  However I ran into a number of technical issues which detract from what could have been a nice dash cam.<br /><br />The first unit I received could not advance past the \\""welcome\\"" page.  The return and replacement was easy as anything on Amazon.<br />The second unit records without problems, however many of the files on the micro sd are not viewable. The error reads \\""The format of xxx.mov cannot be detected.\\""  This is a serious problem because unlike many cameras that save small files often this camera saves large files, so if something goes wrong when it saves the entire recording sessions is lost.<br /><br />By trial and error I determined the video files are not saved correctly related to how the dash cam is stopped.  It appears that if I disconnect USB power and let it run for a few minutes on internal battery until it runs out of juice it saves the file the file is saved fine and they can be played back.  However if I stop recording by just turning off ignition in the car (which is what I have always done with the other dash cams) the file is not saved properly and is corrupted. I also was not able to read the file when I used on/off button to turn off the unit itself prior to turning off ignition.<br /><br />On the positive side:<br /><br />✔ Video quality of the dash cam is quite good as you can see in attached video.<br />✔ This camera has an excellent suction cup mount, stayed on even on rough roads.<br />✔ The dash cam uses standard micro USB cables.<br />✔ The cam has an LED display so I can tell that the cam is aimed correctly.  The display flashes a bit as you drive, I have not seen this with the older dash cams we own.<br />✔ Recording starts as soon as it gets power so you don't have to remember to turn it on.<br /><br />The AmorTek package includes the camera, two mini USB cables, and cigarette lighter USB adapter.<br /><br />The user interface is straightforward and even though the manual does not contain details for each button and each option, it contains a picture where each button's function is labelled. I found the manual sufficient to configure my video cam. All defaults are reasonable.<br /><br />Overall, this dash cam has good potential but appears to be an early version which still has some technical issues to iron out especially with reliable saving of files.<br /><br />This video cam is provided by AmorTek. I hope the video helps you see what to expect.<br /><br />Ali Julia reviewd cigarette lighter USB adapter.<br /><br />The user interface is straightforward and even though the manual does not contain details for each button and each option, it contains a picture where each button's function is labelled. I found the manual sufficient to configure my video cam. All defaults are reasonable.<br /><br />Overall, this dash cam has good potential but appears to be an early version which still has some technical issues to iron out especially with reliable saving of files.<br /><br />This video cam is provided by AmorTek. I hope the video helps you see what to expect.<br /><br />Ali Julia review",3,1
"The color finish of the case was not as shiny as in the picture; it was dulled and had more of a flat finish, which is not apparent from the picture. Also, this case is EXTREMELY difficult to remove, to the point of having to wedge a blade between the pieces. This is good if the case is going to be permanent, but for me it was not.",3,2
"This product literally looks like it was handmade(terribly done) there are rhinestones in the wrong places and it is cheaply made;( it is also very very hard to take off your iPod,  when I tried to take it off, it bent in half(poor quality)and one of the snaps on it broke and wont snap all the way. Overall there are a lot of flaws and I don't really reccomend this product",3,2
"Without a grown up to set up this on a tablet,<br />there is no \\""toy\\"", just a neatly ball.<br />I dislike the colors of blue and green plastic<br />and I can see this being used once at Christmas<br />when Dad or Mom has time and then,<br />finding the way to the back of the closet.<br />Buy your kid Lincoln logs that you both can play with and<br />that will be brought out again and again....",3,1
